Item,condition,Sentence,Response,part of speech,interpretation,note
111,NPZ,+ + + Once the nurturing journalist started the job ...,the,,,
111,NPZ,+ + + Once the nurturing journalist started the job ...,promptly,,,
111,NPZ,+ + + Once the nurturing journalist started the job ...,online,,,
111,NPZ,+ + + Once the nurturing journalist started the job ...,she was happy,,,
111,NPZ,+ + + Once the nurturing journalist started the job ...,she felt exhausted,,,
111,NPZ,+ + + Once the nurturing journalist started the job ...,there,,,
111,NPZ,+ + + Once the nurturing journalist started the job ...,eagerly,,,
111,NPZ,+ + + Once the nurturing journalist started the job ...,so they could write more,,,
111,NPZ,+ + + Once the nurturing journalist started the job ...,to work,,,
111,NPZ,+ + + Once the nurturing journalist started the job ...,aggressively,,,
111,NPZ,+ + + Once the nurturing journalist started the job ...,done,,,
111,NPZ,+ + + Once the nurturing journalist started the job ...,investigation,,,
111,NPZ,+ + + Once the nurturing journalist started the job ...,commence,,,
111,NPZ,+ + + Once the nurturing journalist started the job ...,nurturing,,,
112,NPZ,+ + + When the assistant manager worked the training ...,staff,compound,ambig,
112,NPZ,+ + + When the assistant manager worked the training ...,the players improved,main clause,NP,
112,NPZ,+ + + When the assistant manager worked the training ...,he discovered his new trainees kissing,main clause,NP,
112,NPZ,+ + + When the assistant manager worked the training ...,program,compound,ambig,
112,NPZ,+ + + When the assistant manager worked the training ...,ended,VP,Z,amb
112,NPZ,+ + + When the assistant manager worked the training ...,skill,compound,ambig,
112,NPZ,+ + + When the assistant manager worked the training ...,today,adv,NP,
112,NPZ,+ + + When the assistant manager worked the training ...,shift,compound,ambig,
112,NPZ,+ + + When the assistant manager worked the training ...,lengthily,adv,ambig,
112,NPZ,+ + + When the assistant manager worked the training ...,work,compound,ambig,
112,NPZ,+ + + When the assistant manager worked the training ...,when the assistant manager worked the training,ungram,NA,
112,NPZ,+ + + When the assistant manager worked the training ...,assistent manaer worked training,ungram,NA,
112,NPZ,+ + + When the assistant manager worked the training ...,manual,compound,ambig,
112,NPZ,+ + + When the assistant manager worked the training ...,center,compound,ambig,
112,NPZ,+ + + When the assistant manager worked the training ...,school,compound,ambig,
112,NPZ,+ + + When the assistant manager worked the training ...,it resulted well in the later weeks,main clause,NP,
112,NPZ,+ + + When the assistant manager worked the training ...,room it went poorly,main clause,NP,
112,NPZ,+ + + When the assistant manager worked the training ...,procedure,compound,ambig,
112,NPZ,+ + + When the assistant manager worked the training ...,worked,VP,Z,
112,NPZ,+ + + When the assistant manager worked the training ...,so hard,adv,ambig,
113,NPZ,+ + + Although the mayor changed the document ...,secretively,adv,ambig,
113,NPZ,+ + + Although the mayor changed the document ...,contents,compound,ambig,
113,NPZ,+ + + Although the mayor changed the document ...,was,VP,Z,
113,NPZ,+ + + Although the mayor changed the document ...,letter,compound,ambig,
113,NPZ,+ + + Although the mayor changed the document ...,terms,compound,ambig,
113,NPZ,+ + + Although the mayor changed the document ...,proceedings,compound,ambig,
113,NPZ,+ + + Although the mayor changed the document ...,the truth got out,main clause,NP,
113,NPZ,+ + + Although the mayor changed the document ...,to,PP/CP,ambig,
113,NPZ,+ + + Although the mayor changed the document ...,it was still vetoed,main clause,NP,
113,NPZ,+ + + Although the mayor changed the document ...,back,adv,ambig,
113,NPZ,+ + + Although the mayor changed the document ...,better,adv,ambig,
113,NPZ,+ + + Although the mayor changed the document ...,yesterday,adv,NP,
113,NPZ,+ + + Although the mayor changed the document ...,there was still proof of the truth,main clause,NP,
113,NPZ,+ + + Although the mayor changed the document ...,leader,compound,ambig,
113,NPZ,+ + + Although the mayor changed the document ...,afterwards,adv,NP,
113,NPZ,+ + + Although the mayor changed the document ...,for,PP,ambig,
113,NPZ,+ + + Although the mayor changed the document ...,processing,compound,ambig,
113,NPZ,+ + + Although the mayor changed the document ...,content,compound,ambig,
113,NPZ,+ + + Although the mayor changed the document ...,on purposely,ungram,NA,
113,NPZ,+ + + Although the mayor changed the document ...,document,ungram,NA,
113,NPZ,+ + + Although the mayor changed the document ...,he can t change the law regardless,main clause,NP,
113,NPZ,+ + + Although the mayor changed the document ...,for rules and regulations,PP,ambig,
114,NPZ,+ + + After the millionaire signed the lease ...,it started,main clause,NP,
114,NPZ,+ + + After the millionaire signed the lease ...,he moved in,main clause,NP,
114,NPZ,+ + + After the millionaire signed the lease ...,he made lots of money,main clause,NP,
114,NPZ,+ + + After the millionaire signed the lease ...,successfully,adv,ambig,
114,NPZ,+ + + After the millionaire signed the lease ...,papers,compound,ambig,
114,NPZ,+ + + After the millionaire signed the lease ...,contract,compound,ambig,
114,NPZ,+ + + After the millionaire signed the lease ...,all,adv,ambig,
114,NPZ,+ + + After the millionaire signed the lease ...,the house was his,main clause,NP,
114,NPZ,+ + + After the millionaire signed the lease ...,he was approved,main clause,NP,
114,NPZ,+ + + After the millionaire signed the lease ...,nervously,adv,NP,
114,NPZ,+ + + After the millionaire signed the lease ...,he took the keys,main clause,NP,
114,NPZ,+ + + After the millionaire signed the lease ...,done,reduced relative,ambig,
114,NPZ,+ + + After the millionaire signed the lease ...,paid,reduced relative,ambig,
114,NPZ,+ + + After the millionaire signed the lease ...,agreement,compound,ambig,
114,NPZ,+ + + After the millionaire signed the lease ...,for,PP,ambig,
115,NPZ,+ + + After the engineer moved the equipment ...,the bookcase fell over,main clause,NP,
115,NPZ,+ + + After the engineer moved the equipment ...,it fell to the floor,main clause,NP,
115,NPZ,+ + + After the engineer moved the equipment ...,she,main clause/relative clause,ambig,
115,NPZ,+ + + After the engineer moved the equipment ...,back,adv,NP,
115,NPZ,+ + + After the engineer moved the equipment ...,box,compound,ambig,
115,NPZ,+ + + After the engineer moved the equipment ...,forward,adv,NP,
115,NPZ,+ + + After the engineer moved the equipment ...,panel,compound,ambig,
115,NPZ,+ + + After the engineer moved the equipment ...,broke,VP,Z,
115,NPZ,+ + + After the engineer moved the equipment ...,plan success,ungram,NA,
115,NPZ,+ + + After the engineer moved the equipment ...,stop,ungram,NA,
115,NPZ,+ + + After the engineer moved the equipment ...,offed,ungram,NA,
115,NPZ,+ + + After the engineer moved the equipment ...,enginer moved the equipmen,ungram,NA,
115,NPZ,+ + + After the engineer moved the equipment ...,from,PP,ambig,
115,NPZ,+ + + After the engineer moved the equipment ...,downstairs,adv,ambig,
115,NPZ,+ + + After the engineer moved the equipment ...,there was load of dust,main clause,NP,
115,NPZ,+ + + After the engineer moved the equipment ...,he quit,main clause,NP,
115,NPZ,+ + + After the engineer moved the equipment ...,chaos,main clause,NP,
115,NPZ,+ + + After the engineer moved the equipment ...,disappeared,VP,Z,
115,NPZ,+ + + After the engineer moved the equipment ...,testing,compound,ambig,
115,NPZ,+ + + After the engineer moved the equipment ...,it worked,main clause,NP,
115,NPZ,+ + + After the engineer moved the equipment ...,they start their work,main clause,NP,
115,NPZ,+ + + After the engineer moved the equipment ...,boxes,compound,ambig,
116,NPZ,+ + + When the little girl attacked the lamb ...,the lamb ran away,main clause,NP,
116,NPZ,+ + + When the little girl attacked the lamb ...,lite off,ungram,NA,
116,NPZ,+ + + When the little girl attacked the lamb ...,animal,ungram,NA,
116,NPZ,+ + + When the little girl attacked the lamb ...,sadness,ungram,NA,
116,NPZ,+ + + When the little girl attacked the lamb ...,rudly,ungram,NA,
116,NPZ,+ + + When the little girl attacked the lamb ...,fled,VP,Z,
116,NPZ,+ + + When the little girl attacked the lamb ...,at the corner,PP,ambig,
116,NPZ,+ + + When the little girl attacked the lamb ...,it broken into pieces,main clause,NP,
116,NPZ,+ + + When the little girl attacked the lamb ...,after,conj,NP,
116,NPZ,+ + + When the little girl attacked the lamb ...,the lamb really hurt her,main clause,NP,
116,NPZ,+ + + When the little girl attacked the lamb ...,severely,adv,ambig,
116,NPZ,+ + + When the little girl attacked the lamb ...,the zookeeper,PP,NP,
116,NPZ,+ + + When the little girl attacked the lamb ...,suddenly,adv,ambig,
116,NPZ,+ + + When the little girl attacked the lamb ...,saved her,VP,Z,
116,NPZ,+ + + When the little girl attacked the lamb ...,harverd,ungram,NA,
116,NPZ,+ + + When the little girl attacked the lamb ...,by hand,adv,NP,
116,NPZ,+ + + When the little girl attacked the lamb ...,meat,ungram,NA,
116,NPZ,+ + + When the little girl attacked the lamb ...,the lamb just ran away as fast as it could,main clause,NP,
116,NPZ,+ + + When the little girl attacked the lamb ...,to save,CP,ambig,
117,NPZ,+ + + Before the yoga instructor left the position ...,to normal,ungram,NA,
117,NPZ,+ + + Before the yoga instructor left the position ...,empty,adj,NP,
117,NPZ,+ + + Before the yoga instructor left the position ...,late,adv,NP,
117,NPZ,+ + + Before the yoga instructor left the position ...,she stretched,main clause,NP,
117,NPZ,+ + + Before the yoga instructor left the position ...,another,relative clause,ambig,
117,NPZ,+ + + Before the yoga instructor left the position ...,standing,ungram,NA,
117,NPZ,+ + + Before the yoga instructor left the position ...,early,adv,ambig,
117,NPZ,+ + + Before the yoga instructor left the position ...,upward sun,ungram,NA,
117,NPZ,+ + + Before the yoga instructor left the position ...,she leaned forward,main clause,NP,
117,NPZ,+ + + Before the yoga instructor left the position ...,opened,VP/adj,ambig,
117,NPZ,+ + + Before the yoga instructor left the position ...,quietely,adv,ambig,
117,NPZ,+ + + Before the yoga instructor left the position ...,he taught the new guy the ropes,main clause,NP,
117,NPZ,+ + + Before the yoga instructor left the position ...,he finished,main clause/relative clause,ambig,
117,NPZ,+ + + Before the yoga instructor left the position ...,firm,adj,NP,
117,NPZ,+ + + Before the yoga instructor left the position ...,the,relative clause,ambig,
117,NPZ,+ + + Before the yoga instructor left the position ...,had,VP,Z,
117,NPZ,+ + + Before the yoga instructor left the position ...,workout,ungram,NA,
118,NPZ,+ + + While the governor read the contract ...,journalists,compound,ambig,
118,NPZ,+ + + While the governor read the contract ...,the telephone rang,main clause,NP,
118,NPZ,+ + + While the governor read the contract ...,he sneezed loudly,main clause,NP,
118,NPZ,+ + + While the governor read the contract ...,quietly,adv,ambig,
118,NPZ,+ + + While the governor read the contract ...,statement,compound,ambig,
118,NPZ,+ + + While the governor read the contract ...,him,ungram,NA,
118,NPZ,+ + + While the governor read the contract ...,paper,compound,ambig,
118,NPZ,+ + + While the governor read the contract ...,deal,compound,ambig,
118,NPZ,+ + + While the governor read the contract ...,started,VP,Z,amb
118,NPZ,+ + + While the governor read the contract ...,book,compound,ambig,
118,NPZ,+ + + While the governor read the contract ...,while the gaverner contract,ungram,NA,
118,NPZ,+ + + While the governor read the contract ...,the senator,relative clause,ambig,
118,NPZ,+ + + While the governor read the contract ...,for,PP,ambig,
118,NPZ,+ + + While the governor read the contract ...,found so many loop holes,ungram,NA,
118,NPZ,+ + + While the governor read the contract ...,slowly,adv,ambig,
118,NPZ,+ + + While the governor read the contract ...,all are silent,main clause,NP,
118,NPZ,+ + + While the governor read the contract ...,terms,compound,ambig,
118,NPZ,+ + + While the governor read the contract ...,the crow passes behind him,ungram,NA,
118,NPZ,+ + + While the governor read the contract ...,agreement,compound,ambig,
119,NPZ,+ + + Before the patient called the treatment ...,unsuccessful,adj,NP,
119,NPZ,+ + + Before the patient called the treatment ...,in,PP,ambig,
119,NPZ,+ + + Before the patient called the treatment ...,successful,adj,NP,
119,NPZ,+ + + Before the patient called the treatment ...,first aid,complement,NP,
119,NPZ,+ + + Before the patient called the treatment ...,began,VP,Z,amb
119,NPZ,+ + + Before the patient called the treatment ...,was administered,VP,Z,
119,NPZ,+ + + Before the patient called the treatment ...,lab,compound,ambig,
119,NPZ,+ + + Before the patient called the treatment ...,delivered,reduced relative,ambig,
119,NPZ,+ + + Before the patient called the treatment ...,came for treatment,ungram,NA,
119,NPZ,+ + + Before the patient called the treatment ...,fake,adj,NP,
119,NPZ,+ + + Before the patient called the treatment ...,was,VP,Z,
119,NPZ,+ + + Before the patient called the treatment ...,good,adj,NP,
119,NPZ,+ + + Before the patient called the treatment ...,they did a lot of research,main clause,NP,
119,NPZ,+ + + Before the patient called the treatment ...,had,VP,Z,
119,NPZ,+ + + Before the patient called the treatment ...,stupid,adj,NP,
119,NPZ,+ + + Before the patient called the treatment ...,fully,adv,ambig,
119,NPZ,+ + + Before the patient called the treatment ...,very well,adv,NP,
119,NPZ,+ + + Before the patient called the treatment ...,treatment,ungram,NA,
119,NPZ,+ + + Before the patient called the treatment ...,he was expected to gather all his medical information,main clause,NP,
119,NPZ,+ + + Before the patient called the treatment ...,as,adv,ambig,
119,NPZ,+ + + Before the patient called the treatment ...,medication,compound,ambig,
120,NPZ,+ + + Once the operator stopped the machine ...,without information,PP,ambig,
120,NPZ,+ + + Once the operator stopped the machine ...,from,PP,ambig,
120,NPZ,+ + + Once the operator stopped the machine ...,the assembly ground to a halt,main clause,NP,
120,NPZ,+ + + Once the operator stopped the machine ...,short,ungram,NA,
120,NPZ,+ + + Once the operator stopped the machine ...,fast,adv,NP,
120,NPZ,+ + + Once the operator stopped the machine ...,production,compound,ambig,
120,NPZ,+ + + Once the operator stopped the machine ...,she died,main clause,NP,
120,NPZ,+ + + Once the operator stopped the machine ...,he passed,main clause/relative clause,ambig,
120,NPZ,+ + + Once the operator stopped the machine ...,because,conj,NP,
120,NPZ,+ + + Once the operator stopped the machine ...,there,adv,ambig,
120,NPZ,+ + + Once the operator stopped the machine ...,beeped,VP,Z,
120,NPZ,+ + + Once the operator stopped the machine ...,immediately,adv,ambig,
120,NPZ,+ + + Once the operator stopped the machine ...,they could fix it,main clause,NP,
120,NPZ,+ + + Once the operator stopped the machine ...,he repairs,relative clause,ambig,
120,NPZ,+ + + Once the operator stopped the machine ...,stitch,compound,ambig,
120,NPZ,+ + + Once the operator stopped the machine ...,permissibly,adv,ambig,
120,NPZ,+ + + Once the operator stopped the machine ...,and,conj,ambig,
120,NPZ,+ + + Once the operator stopped the machine ...,instantly,adv,ambig,
121,NPZ,+ + + Once the dancer began the ballet ...,the lights came on,main clause,NP,
121,NPZ,+ + + Once the dancer began the ballet ...,performance she danced,relative clause,ambig,
121,NPZ,+ + + Once the dancer began the ballet ...,he,main clause/relative clause,ambig,
121,NPZ,+ + + Once the dancer began the ballet ...,counting,ungram,NA,
121,NPZ,+ + + Once the dancer began the ballet ...,leaped,ungram,NA,
121,NPZ,+ + + Once the dancer began the ballet ...,the,main clause/relative clause,ambig,
121,NPZ,+ + + Once the dancer began the ballet ...,began,VP,Z,amb
121,NPZ,+ + + Once the dancer began the ballet ...,fall down,ungram,NA,
121,NPZ,+ + + Once the dancer began the ballet ...,to remove,CP,NP,
121,NPZ,+ + + Once the dancer began the ballet ...,silence,ungram,NA,
121,NPZ,+ + + Once the dancer began the ballet ...,music,compound,ambig,
121,NPZ,+ + + Once the dancer began the ballet ...,once the dancer begain,ungram,NA,
121,NPZ,+ + + Once the dancer began the ballet ...,enjoyed the show,ungram,NA,
121,NPZ,+ + + Once the dancer began the ballet ...,everyone began watching,main clause,NP,
121,NPZ,+ + + Once the dancer began the ballet ...,and attack,ungram,NA,
121,NPZ,+ + + Once the dancer began the ballet ...,and swirls around their,ungram,NA,
121,NPZ,+ + + Once the dancer began the ballet ...,everyone cheered,main clause,NP,
122,NPZ,+ + + After the contestant lost the money ...,fast,adv,NP,
122,NPZ,+ + + After the contestant lost the money ...,soon,adv,ambig,
122,NPZ,+ + + After the contestant lost the money ...,worry,ungram,NA,
122,NPZ,+ + + After the contestant lost the money ...,bag,compound,ambig,
122,NPZ,+ + + After the contestant lost the money ...,everyone,main clause/relative clause,ambig,
122,NPZ,+ + + After the contestant lost the money ...,he went home dejectedly,main clause,NP,
122,NPZ,+ + + After the contestant lost the money ...,in,PP,ambig,
122,NPZ,+ + + After the contestant lost the money ...,she was quite sad,main clause,NP,
122,NPZ,+ + + After the contestant lost the money ...,disappeared,VP,Z,
122,NPZ,+ + + After the contestant lost the money ...,goal,compound,ambig,
122,NPZ,+ + + After the contestant lost the money ...,he is going to search,ungram,NA,
122,NPZ,+ + + After the contestant lost the money ...,on,PP,ambig,
122,NPZ,+ + + After the contestant lost the money ...,he died,main clause,NP,
122,NPZ,+ + + After the contestant lost the money ...,unfortunately,adv,ambig,
122,NPZ,+ + + After the contestant lost the money ...,contest,compound,ambig,
122,NPZ,+ + + After the contestant lost the money ...,lost,ungram,NA,
122,NPZ,+ + + After the contestant lost the money ...,they go home empty handed,main clause,NP,
122,NPZ,+ + + After the contestant lost the money ...,and atm cards,conj,ambig,
123,NPZ,+ + + Once the new chef started the restaurant ...,peacefully,adv,ambig,
123,NPZ,+ + + Once the new chef started the restaurant ...,new,adv,NP,
123,NPZ,+ + + Once the new chef started the restaurant ...,opens,VP(ungram),NA,
123,NPZ,+ + + Once the new chef started the restaurant ...,quickly,adv,ambig,
123,NPZ,+ + + Once the new chef started the restaurant ...,promotion,compound,ambig,
123,NPZ,+ + + Once the new chef started the restaurant ...,daily,adv,NP,
123,NPZ,+ + + Once the new chef started the restaurant ...,was booming,main clause,NP,
123,NPZ,+ + + Once the new chef started the restaurant ...,was busy,VP,Z,
123,NPZ,+ + + Once the new chef started the restaurant ...,people,main clause/relative clause,ambig,
123,NPZ,+ + + Once the new chef started the restaurant ...,exploded,VP,Z,
123,NPZ,+ + + Once the new chef started the restaurant ...,it took off quickly,main clause,NP,
123,NPZ,+ + + Once the new chef started the restaurant ...,he started to cook,main clause,NP,
123,NPZ,+ + + Once the new chef started the restaurant ...,was closed,VP,Z,
123,NPZ,+ + + Once the new chef started the restaurant ...,opening,compound,ambig,
123,NPZ,+ + + Once the new chef started the restaurant ...,suddenly,adv,ambig,
123,NPZ,+ + + Once the new chef started the restaurant ...,on,PP,ambig,
123,NPZ,+ + + Once the new chef started the restaurant ...,work,compound,ambig,
124,NPZ,+ + + When the apprentice baker worked the oven ...,heated,VP,Z,amb
124,NPZ,+ + + When the apprentice baker worked the oven ...,was always preheated,VP,Z,
124,NPZ,+ + + When the apprentice baker worked the oven ...,the bread came out perfectly,main clause,NP,
124,NPZ,+ + + When the apprentice baker worked the oven ...,again,adv,ambig,
124,NPZ,+ + + When the apprentice baker worked the oven ...,opened,VP,Z,amb
124,NPZ,+ + + When the apprentice baker worked the oven ...,poorly,adv,ambig,
124,NPZ,+ + + When the apprentice baker worked the oven ...,spicy,ungram,NA,
124,NPZ,+ + + When the apprentice baker worked the oven ...,for pizza,PP,ambig,
124,NPZ,+ + + When the apprentice baker worked the oven ...,worked the over,ungram,NA,
124,NPZ,+ + + When the apprentice baker worked the oven ...,cookies,compound,ambig,
124,NPZ,+ + + When the apprentice baker worked the oven ...,smoke,VP,Z,
124,NPZ,+ + + When the apprentice baker worked the oven ...,cooker,ungram,NA,
124,NPZ,+ + + When the apprentice baker worked the oven ...,door,compound,ambig,
124,NPZ,+ + + When the apprentice baker worked the oven ...,the cake came out well,main clause,NP,
124,NPZ,+ + + When the apprentice baker worked the oven ...,it was set to high,main clause,NP,
124,NPZ,+ + + When the apprentice baker worked the oven ...,area,compound,ambig,
124,NPZ,+ + + When the apprentice baker worked the oven ...,smelled,VP,Z,
124,NPZ,+ + + When the apprentice baker worked the oven ...,to bake cake,CP,ambig,
124,NPZ,+ + + When the apprentice baker worked the oven ...,temperature,compound,ambig,
124,NPZ,+ + + When the apprentice baker worked the oven ...,fair,ungram,NA,
124,NPZ,+ + + When the apprentice baker worked the oven ...,properly,adv,ambig,
101,NPZ,+ + + Because the suspect changed the file ...,discretely,adv,ambig,
101,NPZ,+ + + Because the suspect changed the file ...,with,PP,ambig,
101,NPZ,+ + + Because the suspect changed the file ...,notes,compound,ambig,
101,NPZ,+ + + Because the suspect changed the file ...,before,CP/PP,ambig,
101,NPZ,+ + + Because the suspect changed the file ...,was documented again,VP,Z,
101,NPZ,+ + + Because the suspect changed the file ...,imediately,adv,ambig,
101,NPZ,+ + + Because the suspect changed the file ...,changed,VP,Z,amb
101,NPZ,+ + + Because the suspect changed the file ...,drive,compound,ambig,
101,NPZ,+ + + Because the suspect changed the file ...,manager,compound,ambig,
101,NPZ,+ + + Because the suspect changed the file ...,wrong,adv,NP,
101,NPZ,+ + + Because the suspect changed the file ...,evidence,compound,ambig,
101,NPZ,+ + + Because the suspect changed the file ...,it was confusing,main clause,NP,
101,NPZ,+ + + Because the suspect changed the file ...,into,PP,ambig,
101,NPZ,+ + + Because the suspect changed the file ...,for,PP,ambig,
101,NPZ,+ + + Because the suspect changed the file ...,there,adv,ambig,
101,NPZ,+ + + Because the suspect changed the file ...,code,compound,ambig,
101,NPZ,+ + + Because the suspect changed the file ...,he was found not guilty,main clause,NP,
101,NPZ,+ + + Because the suspect changed the file ...,against,PP,ambig,
101,NPZ,+ + + Because the suspect changed the file ...,nobody found evidence,main clause,NP,
101,NPZ,+ + + Because the suspect changed the file ...,it difficult to find culprit,main clause,NP,
101,NPZ,+ + + Because the suspect changed the file ...,in server,ungram,NA,
101,NPZ,+ + + Because the suspect changed the file ...,the evidence was lost,main clause,NP,
101,NPZ,+ + + Because the suspect changed the file ...,error,compound,ambig,
101,NPZ,+ + + Because the suspect changed the file ...,again,adv,ambig,
101,NPZ,+ + + Because the suspect changed the file ...,good,ungram,NA,
101,NPZ,+ + + Because the suspect changed the file ...,intentionally,adv,ambig,
101,NPZ,+ + + Because the suspect changed the file ...,was erased,VP,Z,
102,NPZ,+ + + After the corrupt politician signed the bill ...,after,conj,NP,
102,NPZ,+ + + After the corrupt politician signed the bill ...,forcefully,adv,ambig,
102,NPZ,+ + + After the corrupt politician signed the bill ...,that,relative clause,ambig,
102,NPZ,+ + + After the corrupt politician signed the bill ...,from manager,PP,ambig,
102,NPZ,+ + + After the corrupt politician signed the bill ...,papers,compound,ambig,
102,NPZ,+ + + After the corrupt politician signed the bill ...,payment,compound,ambig,
102,NPZ,+ + + After the corrupt politician signed the bill ...,everything became chaotic,main clause,NP,
102,NPZ,+ + + After the corrupt politician signed the bill ...,it was cancelled,main clause,NP,
102,NPZ,+ + + After the corrupt politician signed the bill ...,many people were disappointed,main clause,NP,
102,NPZ,+ + + After the corrupt politician signed the bill ...,he was arrested,main clause,NP,
102,NPZ,+ + + After the corrupt politician signed the bill ...,read,reduced relative,ambig,
102,NPZ,+ + + After the corrupt politician signed the bill ...,the stands till,ungram,NA,
102,NPZ,+ + + After the corrupt politician signed the bill ...,and that make a mistake,ungram,NA,
102,NPZ,+ + + After the corrupt politician signed the bill ...,for work,PP,ambig,
103,NPZ,+ + + Although the woman moved the mail ...,it,main clause/relative clause,NP,
103,NPZ,+ + + Although the woman moved the mail ...,swiftly,adv,ambig,
103,NPZ,+ + + Although the woman moved the mail ...,cart,compound,ambig,
103,NPZ,+ + + Although the woman moved the mail ...,came,VP,Z,
103,NPZ,+ + + Although the woman moved the mail ...,out,adv,NP,
103,NPZ,+ + + Although the woman moved the mail ...,to their officer,PP,ambig,
103,NPZ,+ + + Although the woman moved the mail ...,do all work,ungram,NA,
103,NPZ,+ + + Although the woman moved the mail ...,officially,adv,ambig,
103,NPZ,+ + + Although the woman moved the mail ...,she still couldnt find enough space,main clause,NP,
103,NPZ,+ + + Although the woman moved the mail ...,here,adv,ambig,
103,NPZ,+ + + Although the woman moved the mail ...,transfered,VP,Z,amb
103,NPZ,+ + + Although the woman moved the mail ...,off,adv,NP,
103,NPZ,+ + + Although the woman moved the mail ...,details,compound,ambig,
103,NPZ,+ + + Although the woman moved the mail ...,to the table 2c it was ignored,main clause,NP,
103,NPZ,+ + + Although the woman moved the mail ...,away,adv,NP,
103,NPZ,+ + + Although the woman moved the mail ...,we,main clause/relative clause,NP,
103,NPZ,+ + + Although the woman moved the mail ...,she was blamed,main clause,NP,
103,NPZ,+ + + Although the woman moved the mail ...,correctly,adv,ambig,
103,NPZ,+ + + Although the woman moved the mail ...,to executive,PP,ambig,
103,NPZ,+ + + Although the woman moved the mail ...,to trash,PP,NP,
103,NPZ,+ + + Although the woman moved the mail ...,well,adv,NP,
103,NPZ,+ + + Although the woman moved the mail ...,open once only,ungram,NA,
103,NPZ,+ + + Although the woman moved the mail ...,not sent,reduced relative,ambig,
103,NPZ,+ + + Although the woman moved the mail ...,at  office,PP,ambig,
104,NPZ,+ + + Although the boy attacked the chicken ...,eagerly,adv,ambig,
104,NPZ,+ + + Although the boy attacked the chicken ...,ruthlessly,adv,ambig,
104,NPZ,+ + + Although the boy attacked the chicken ...,there,adv,ambig,
104,NPZ,+ + + Although the boy attacked the chicken ...,in the nest,PP,ambig,
104,NPZ,+ + + Although the boy attacked the chicken ...,ferociously,adv,ambig,
104,NPZ,+ + + Although the boy attacked the chicken ...,out,adv,ambig,
104,NPZ,+ + + Although the boy attacked the chicken ...,at home,adv,ambig,
104,NPZ,+ + + Although the boy attacked the chicken ...,action,ungram,NA,
104,NPZ,+ + + Although the boy attacked the chicken ...,pieces,ungram,NA,
104,NPZ,+ + + Although the boy attacked the chicken ...,lollipop,ungram,NA,
104,NPZ,+ + + Although the boy attacked the chicken ...,came,VP,Z,
104,NPZ,+ + + Although the boy attacked the chicken ...,got,VP,Z,
104,NPZ,+ + + Although the boy attacked the chicken ...,earlier,adv,NP,
104,NPZ,+ + + Although the boy attacked the chicken ...,he felt sorry,main clause,NP,
104,NPZ,+ + + Although the boy attacked the chicken ...,ignored,VP,Z,amb
104,NPZ,+ + + Although the boy attacked the chicken ...,didn t die,VP,Z,
104,NPZ,+ + + Although the boy attacked the chicken ...,not dead,ungram,NA,
104,NPZ,+ + + Although the boy attacked the chicken ...,it was alive,main clause,NP,
104,NPZ,+ + + Although the boy attacked the chicken ...,nothing happen,ungram,NA,
104,NPZ,+ + + Although the boy attacked the chicken ...,caught,VP,Z,amb
104,NPZ,+ + + Although the boy attacked the chicken ...,eat,ungram,NA,
104,NPZ,+ + + Although the boy attacked the chicken ...,and make fry,ungram,NA,
104,NPZ,+ + + Although the boy attacked the chicken ...,escaped,VP,Z,
104,NPZ,+ + + Although the boy attacked the chicken ...,to eat,CP,NP,
105,NPZ,+ + + After the new doctor left the operation ...,went,VP,Z,
105,NPZ,+ + + After the new doctor left the operation ...,paused,VP,Z,amb
105,NPZ,+ + + After the new doctor left the operation ...,completed,VP,Z,amb
105,NPZ,+ + + After the new doctor left the operation ...,with,PP,ambig,
105,NPZ,+ + + After the new doctor left the operation ...,because the operation theatre not ready well,CP,NP,
105,NPZ,+ + + After the new doctor left the operation ...,success,ungram,NA,
105,NPZ,+ + + After the new doctor left the operation ...,the patient died,main clause,NP,
105,NPZ,+ + + After the new doctor left the operation ...,the patient had died,main clause,NP,
105,NPZ,+ + + After the new doctor left the operation ...,to the new guy,PP,NP,
105,NPZ,+ + + After the new doctor left the operation ...,a,main clause/relative clause,ambig,
105,NPZ,+ + + After the new doctor left the operation ...,after the new document left,ungram,NA,
105,NPZ,+ + + After the new doctor left the operation ...,and failed,conj,NP,
105,NPZ,+ + + After the new doctor left the operation ...,theatre,ungram,NA,
106,NPZ,+ + + While the professor read the grant ...,report,compound,ambig,
106,NPZ,+ + + While the professor read the grant ...,he felt tired,main clause,NP,
106,NPZ,+ + + While the professor read the grant ...,manner,ungram,NA,
106,NPZ,+ + + While the professor read the grant ...,for a leave,PP,ambig,
106,NPZ,+ + + While the professor read the grant ...,festive to the students,ungram,NA,
106,NPZ,+ + + While the professor read the grant ...,enable,ungram,NA,
106,NPZ,+ + + While the professor read the grant ...,policy,compound,ambig,
106,NPZ,+ + + While the professor read the grant ...,acceptance,compound,ambig,
106,NPZ,+ + + While the professor read the grant ...,terms,compound,ambig,
106,NPZ,+ + + While the professor read the grant ...,out loud 2c others listened,adv,NP,
106,NPZ,+ + + While the professor read the grant ...,paperwork,compound,ambig,
106,NPZ,+ + + While the professor read the grant ...,they,main clause/relative clause,ambig,
106,NPZ,+ + + While the professor read the grant ...,list of program to be held,ungram,NA,
106,NPZ,+ + + While the professor read the grant ...,approach all,ungram,NA,
106,NPZ,+ + + While the professor read the grant ...,in front of audiance,PP,NP,
