,item#_in_Provo,item,Sentence,Question,Option1,Option0,Correct answer,token,word,word_pos,logfreq,logfreq_s,length,length_s
505,26.0,99,An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake.,When in the process should we determine whether microbes were introduced?,Late,Early,0,into,into,19,12.285669099801316,0.3650299295804806,4,-0.4612630318290542
506,26.0,99,An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake.,When in the process should we determine whether microbes were introduced?,Late,Early,0,the,the,20,15.687451186819413,1.396106504820095,3,-0.8352420354837095
507,26.0,99,An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake.,When in the process should we determine whether microbes were introduced?,Late,Early,0,lake..,lake.,21,9.435641593844192,-0.4988104120437706,5,-0.087284028174399
508,34.0,100,Lady Gaga's YouTube account was suspended Thursday.,What account was suspended on Thursday?,Lady Gaga\'s Youtube,Lady Gaga\'s Instagram,1,Lady,Lady,0,8.611775833902186,-0.7485232579841186,4,-0.4612630318290542
509,34.0,100,Lady Gaga's YouTube account was suspended Thursday.,What account was suspended on Thursday?,Lady Gaga\'s Youtube,Lady Gaga\'s Instagram,1,Gaga.s,Gaga's,1,,,6,0.2866949754802561
510,34.0,100,Lady Gaga's YouTube account was suspended Thursday.,What account was suspended on Thursday?,Lady Gaga\'s Youtube,Lady Gaga\'s Instagram,1,YouTube,YouTube,2,7.69484807238461,-1.026443098792146,7,0.6606739791349112
511,34.0,100,Lady Gaga's YouTube account was suspended Thursday.,What account was suspended on Thursday?,Lady Gaga\'s Youtube,Lady Gaga\'s Instagram,1,account,account,3,9.38353709043758,-0.5146032322635229,7,0.6606739791349112
512,34.0,100,Lady Gaga's YouTube account was suspended Thursday.,What account was suspended on Thursday?,Lady Gaga\'s Youtube,Lady Gaga\'s Instagram,1,was,was,4,13.430125979710269,0.7119136070356433,3,-0.8352420354837095
513,34.0,100,Lady Gaga's YouTube account was suspended Thursday.,What account was suspended on Thursday?,Lady Gaga\'s Youtube,Lady Gaga\'s Instagram,1,suspended,suspended,5,7.506591780070841,-1.083503383131622,9,1.4086319864442216
514,34.0,100,Lady Gaga's YouTube account was suspended Thursday.,What account was suspended on Thursday?,Lady Gaga\'s Youtube,Lady Gaga\'s Instagram,1,Thursday..,Thursday.,6,8.316055720364643,-0.8381557135900669,9,1.4086319864442216
515,37.0,101,John Thornton asked little of man or nature.,Did John Thorton expect a lot from other people? ,Yes,No,0,John,John,0,10.454235566299538,-0.1900756495535638,4,-0.4612630318290542
516,37.0,101,John Thornton asked little of man or nature.,Did John Thorton expect a lot from other people? ,Yes,No,0,Thornton,Thornton,1,6.073044534100405,-1.5180100467007265,8,1.0346529827895663
517,37.0,101,John Thornton asked little of man or nature.,Did John Thorton expect a lot from other people? ,Yes,No,0,asked,asked,2,10.32137518064285,-0.2303454928073958,5,-0.087284028174399
518,37.0,101,John Thornton asked little of man or nature.,Did John Thorton expect a lot from other people? ,Yes,No,0,little,little,3,11.160014855596954,0.0238453112454625,6,0.2866949754802561
519,37.0,101,John Thornton asked little of man or nature.,Did John Thorton expect a lot from other people? ,Yes,No,0,of,of,4,14.959542893887448,1.1754782662774268,2,-1.2092210391383649
520,37.0,101,John Thornton asked little of man or nature.,Did John Thorton expect a lot from other people? ,Yes,No,0,man,man,5,10.852961578200516,-0.069222214414753,3,-0.8352420354837095
521,37.0,101,John Thornton asked little of man or nature.,Did John Thorton expect a lot from other people? ,Yes,No,0,or,or,6,13.088086582920075,0.6082418253582368,2,-1.2092210391383649
522,37.0,101,John Thornton asked little of man or nature.,Did John Thorton expect a lot from other people? ,Yes,No,0,nature..,nature.,7,9.77956697061665,-0.3945669918159384,7,0.6606739791349112
523,43.0,102,Proper ventilation will make a backdraft less likely.,Would proper ventilation reduce backdraft?,Yes,No,1,Proper,Proper,0,8.541300266759471,-0.7698843283139576,6,0.2866949754802561
524,43.0,102,Proper ventilation will make a backdraft less likely.,Would proper ventilation reduce backdraft?,Yes,No,1,ventilation,ventilation,1,6.650279048587422,-1.343050872043808,11,2.156589993753532
525,43.0,102,Proper ventilation will make a backdraft less likely.,Would proper ventilation reduce backdraft?,Yes,No,1,will,will,2,12.444770597504212,0.413253426315627,4,-0.4612630318290542
526,43.0,102,Proper ventilation will make a backdraft less likely.,Would proper ventilation reduce backdraft?,Yes,No,1,make,make,3,11.738761388595142,0.1992627771239575,4,-0.4612630318290542
527,43.0,102,Proper ventilation will make a backdraft less likely.,Would proper ventilation reduce backdraft?,Yes,No,1,a,a,4,14.90068259642208,1.1576377719789293,1,-1.5832000427930195
528,43.0,102,Proper ventilation will make a backdraft less likely.,Would proper ventilation reduce backdraft?,Yes,No,1,back.draft,backdraft,5,2.302585092994046,-2.660832340477809,9,1.4086319864442216
529,43.0,102,Proper ventilation will make a backdraft less likely.,Would proper ventilation reduce backdraft?,Yes,No,1,less,less,6,10.96628266278324,-0.0348747127802746,4,-0.4612630318290542
530,43.0,102,Proper ventilation will make a backdraft less likely.,Would proper ventilation reduce backdraft?,Yes,No,1,likely..,likely.,7,10.288273649435892,-0.2403785321259063,7,0.6606739791349112
531,,103,"For centuries, time was measured by the position of the sun with the use of sundials.",Were sundials used for centuries?,Yes,No,1,For,For,0,13.908199122518193,0.8568170741570548,3,-0.8352420354837095
532,,103,"For centuries, time was measured by the position of the sun with the use of sundials.",Were sundials used for centuries?,Yes,No,1,"centuries.,","centuries,",1,8.414495793177895,-0.8083186309826981,10,1.7826109900988767
533,,103,"For centuries, time was measured by the position of the sun with the use of sundials.",Were sundials used for centuries?,Yes,No,1,time,time,2,12.165474584268328,0.3285990982490793,4,-0.4612630318290542
534,,103,"For centuries, time was measured by the position of the sun with the use of sundials.",Were sundials used for centuries?,Yes,No,1,was,was,3,13.430125979710269,0.7119136070356433,3,-0.8352420354837095
535,,103,"For centuries, time was measured by the position of the sun with the use of sundials.",Were sundials used for centuries?,Yes,No,1,measured,measured,4,8.19863945529737,-0.8737444601253023,8,1.0346529827895663
536,,103,"For centuries, time was measured by the position of the sun with the use of sundials.",Were sundials used for centuries?,Yes,No,1,by,by,5,13.154086825400125,0.6282464294864692,2,-1.2092210391383649
537,,103,"For centuries, time was measured by the position of the sun with the use of sundials.",Were sundials used for centuries?,Yes,No,1,the,the,6,15.687451186819413,1.396106504820095,3,-0.8352420354837095
538,,103,"For centuries, time was measured by the position of the sun with the use of sundials.",Were sundials used for centuries?,Yes,No,1,position,position,7,9.806701283848437,-0.3863426099940462,8,1.0346529827895663
539,,103,"For centuries, time was measured by the position of the sun with the use of sundials.",Were sundials used for centuries?,Yes,No,1,of,of,8,14.959542893887448,1.1754782662774268,2,-1.2092210391383649
540,,103,"For centuries, time was measured by the position of the sun with the use of sundials.",Were sundials used for centuries?,Yes,No,1,the,the,9,15.687451186819413,1.396106504820095,3,-0.8352420354837095
541,,103,"For centuries, time was measured by the position of the sun with the use of sundials.",Were sundials used for centuries?,Yes,No,1,sun,sun,10,9.89176915958193,-0.3605586262671271,3,-0.8352420354837095
542,,103,"For centuries, time was measured by the position of the sun with the use of sundials.",Were sundials used for centuries?,Yes,No,1,with,with,11,13.689502791749778,0.7905304461550167,4,-0.4612630318290542
543,,103,"For centuries, time was measured by the position of the sun with the use of sundials.",Were sundials used for centuries?,Yes,No,1,the,the,12,15.687451186819413,1.396106504820095,3,-0.8352420354837095
544,,103,"For centuries, time was measured by the position of the sun with the use of sundials.",Were sundials used for centuries?,Yes,No,1,use,use,13,11.337869450088004,0.0777528519072482,3,-0.8352420354837095
545,,103,"For centuries, time was measured by the position of the sun with the use of sundials.",Were sundials used for centuries?,Yes,No,1,of,of,14,14.959542893887448,1.1754782662774268,2,-1.2092210391383649
546,,103,"For centuries, time was measured by the position of the sun with the use of sundials.",Were sundials used for centuries?,Yes,No,1,sund.ials..,sundials.,15,2.3978952727983707,-2.631943925151872,9,1.4086319864442216
547,,104,"The girl's feet were then re-wrapped even tighter than before, causing her footprint to shrink further.",Were the wraps around the girl's feet tighter after they were re-wrapped?,Yes,No,1,The,The,0,15.687451186819413,1.396106504820095,3,-0.8352420354837095
548,,104,"The girl's feet were then re-wrapped even tighter than before, causing her footprint to shrink further.",Were the wraps around the girl's feet tighter after they were re-wrapped?,Yes,No,1,girl.s,girl's,1,,,6,0.2866949754802561
549,,104,"The girl's feet were then re-wrapped even tighter than before, causing her footprint to shrink further.",Were the wraps around the girl's feet tighter after they were re-wrapped?,Yes,No,1,feet,feet,2,10.32891867328517,-0.2280590681158582,4,-0.4612630318290542
550,,104,"The girl's feet were then re-wrapped even tighter than before, causing her footprint to shrink further.",Were the wraps around the girl's feet tighter after they were re-wrapped?,Yes,No,1,were,were,3,12.399173397495131,0.399432962916371,4,-0.4612630318290542
551,,104,"The girl's feet were then re-wrapped even tighter than before, causing her footprint to shrink further.",Were the wraps around the girl's feet tighter after they were re-wrapped?,Yes,No,1,then,then,4,11.864398904509496,0.2373433761502572,4,-0.4612630318290542
552,,104,"The girl's feet were then re-wrapped even tighter than before, causing her footprint to shrink further.",Were the wraps around the girl's feet tighter after they were re-wrapped?,Yes,No,1,re.-.wra.pped,re-wrapped,5,,,10,1.7826109900988767
553,,104,"The girl's feet were then re-wrapped even tighter than before, causing her footprint to shrink further.",Were the wraps around the girl's feet tighter after they were re-wrapped?,Yes,No,1,even,even,6,11.910674211722846,0.251369373130424,4,-0.4612630318290542
554,,104,"The girl's feet were then re-wrapped even tighter than before, causing her footprint to shrink further.",Were the wraps around the girl's feet tighter after they were re-wrapped?,Yes,No,1,tighter,tighter,7,6.6240652277998935,-1.3509962535733,7,0.6606739791349112
555,,104,"The girl's feet were then re-wrapped even tighter than before, causing her footprint to shrink further.",Were the wraps around the girl's feet tighter after they were re-wrapped?,Yes,No,1,than,than,8,12.342075356929335,0.3821266068319696,4,-0.4612630318290542
556,,104,"The girl's feet were then re-wrapped even tighter than before, causing her footprint to shrink further.",Were the wraps around the girl's feet tighter after they were re-wrapped?,Yes,No,1,"before.,","before,",9,11.534970673838794,0.1374940256690997,7,0.6606739791349112
557,,104,"The girl's feet were then re-wrapped even tighter than before, causing her footprint to shrink further.",Were the wraps around the girl's feet tighter after they were re-wrapped?,Yes,No,1,causing,causing,10,8.272826003650401,-0.851258595290926,7,0.6606739791349112
558,,104,"The girl's feet were then re-wrapped even tighter than before, causing her footprint to shrink further.",Were the wraps around the girl's feet tighter after they were re-wrapped?,Yes,No,1,her,her,11,12.498395184344009,0.4295069822263415,3,-0.8352420354837095
559,,104,"The girl's feet were then re-wrapped even tighter than before, causing her footprint to shrink further.",Were the wraps around the girl's feet tighter after they were re-wrapped?,Yes,No,1,footprint,footprint,12,6.51025834052315,-1.3854910014937485,9,1.4086319864442216
560,,104,"The girl's feet were then re-wrapped even tighter than before, causing her footprint to shrink further.",Were the wraps around the girl's feet tighter after they were re-wrapped?,Yes,No,1,to,to,13,14.928149018365476,1.1659628156022577,2,-1.2092210391383649
561,,104,"The girl's feet were then re-wrapped even tighter than before, causing her footprint to shrink further.",Were the wraps around the girl's feet tighter after they were re-wrapped?,Yes,No,1,shrink,shrink,14,7.149131598557407,-1.191849188451115,6,0.2866949754802561
562,,104,"The girl's feet were then re-wrapped even tighter than before, causing her footprint to shrink further.",Were the wraps around the girl's feet tighter after they were re-wrapped?,Yes,No,1,further..,further.,15,9.655026193237628,-0.432315170544871,8,1.0346529827895663
563,,105,"The astronauts used a hefty robotic arm to move the bus-size canister, stuffed with nearly three tons of packing foam.",Did the astronauts move the container by themselves?,Yes,No,0,The,The,0,15.687451186819413,1.396106504820095,3,-0.8352420354837095
564,,105,"The astronauts used a hefty robotic arm to move the bus-size canister, stuffed with nearly three tons of packing foam.",Did the astronauts move the container by themselves?,Yes,No,0,astronauts,astronauts,1,7.00033446027523,-1.2369494446759126,10,1.7826109900988767
565,,105,"The astronauts used a hefty robotic arm to move the bus-size canister, stuffed with nearly three tons of packing foam.",Did the astronauts move the container by themselves?,Yes,No,0,used,used,2,10.985428306916264,-0.0290716881659787,4,-0.4612630318290542
566,,105,"The astronauts used a hefty robotic arm to move the bus-size canister, stuffed with nearly three tons of packing foam.",Did the astronauts move the container by themselves?,Yes,No,0,a,a,3,14.90068259642208,1.1576377719789293,1,-1.5832000427930195
567,,105,"The astronauts used a hefty robotic arm to move the bus-size canister, stuffed with nearly three tons of packing foam.",Did the astronauts move the container by themselves?,Yes,No,0,hefty,hefty,4,6.966967138613983,-1.2470630448017677,5,-0.087284028174399
568,,105,"The astronauts used a hefty robotic arm to move the bus-size canister, stuffed with nearly three tons of packing foam.",Did the astronauts move the container by themselves?,Yes,No,0,robotic,robotic,5,6.992096427415888,-1.2394463837772551,7,0.6606739791349112
569,,105,"The astronauts used a hefty robotic arm to move the bus-size canister, stuffed with nearly three tons of packing foam.",Did the astronauts move the container by themselves?,Yes,No,0,arm,arm,6,8.989194823324645,-0.6341279589644742,3,-0.8352420354837095
570,,105,"The astronauts used a hefty robotic arm to move the bus-size canister, stuffed with nearly three tons of packing foam.",Did the astronauts move the container by themselves?,Yes,No,0,to,to,7,14.928149018365476,1.1659628156022577,2,-1.2092210391383649
571,,105,"The astronauts used a hefty robotic arm to move the bus-size canister, stuffed with nearly three tons of packing foam.",Did the astronauts move the container by themselves?,Yes,No,0,move,move,8,10.183956170469608,-0.2719970503609974,4,-0.4612630318290542
572,,105,"The astronauts used a hefty robotic arm to move the bus-size canister, stuffed with nearly three tons of packing foam.",Did the astronauts move the container by themselves?,Yes,No,0,the,the,9,15.687451186819413,1.396106504820095,3,-0.8352420354837095
573,,105,"The astronauts used a hefty robotic arm to move the bus-size canister, stuffed with nearly three tons of packing foam.",Did the astronauts move the container by themselves?,Yes,No,0,bus.-.size,bus-size,10,2.079441541679836,-2.728466916353168,8,1.0346529827895663
574,,105,"The astronauts used a hefty robotic arm to move the bus-size canister, stuffed with nearly three tons of packing foam.",Did the astronauts move the container by themselves?,Yes,No,0,"can.ister.,","canister,",11,5.934894195619588,-1.559883269095714,9,1.4086319864442216
575,,105,"The astronauts used a hefty robotic arm to move the bus-size canister, stuffed with nearly three tons of packing foam.",Did the astronauts move the container by themselves?,Yes,No,0,stuffed,stuffed,12,7.550135342488429,-1.0703053751279363,7,0.6606739791349112
576,,105,"The astronauts used a hefty robotic arm to move the bus-size canister, stuffed with nearly three tons of packing foam.",Did the astronauts move the container by themselves?,Yes,No,0,with,with,13,13.689502791749778,0.7905304461550167,4,-0.4612630318290542
577,,105,"The astronauts used a hefty robotic arm to move the bus-size canister, stuffed with nearly three tons of packing foam.",Did the astronauts move the container by themselves?,Yes,No,0,nearly,nearly,14,10.199993083535142,-0.2671362788659243,6,0.2866949754802561
578,,105,"The astronauts used a hefty robotic arm to move the bus-size canister, stuffed with nearly three tons of packing foam.",Did the astronauts move the container by themselves?,Yes,No,0,three,three,15,11.30402992692122,0.0674961280013578,5,-0.087284028174399
579,,105,"The astronauts used a hefty robotic arm to move the bus-size canister, stuffed with nearly three tons of packing foam.",Did the astronauts move the container by themselves?,Yes,No,0,tons,tons,16,8.161375023197486,-0.8850392703291732,4,-0.4612630318290542
580,,105,"The astronauts used a hefty robotic arm to move the bus-size canister, stuffed with nearly three tons of packing foam.",Did the astronauts move the container by themselves?,Yes,No,0,of,of,17,14.959542893887448,1.1754782662774268,2,-1.2092210391383649
581,,105,"The astronauts used a hefty robotic arm to move the bus-size canister, stuffed with nearly three tons of packing foam.",Did the astronauts move the container by themselves?,Yes,No,0,packing,packing,18,7.256297239690681,-1.1593673952566808,7,0.6606739791349112
582,,105,"The astronauts used a hefty robotic arm to move the bus-size canister, stuffed with nearly three tons of packing foam.",Did the astronauts move the container by themselves?,Yes,No,0,foam..,foam.,19,7.57455848420248,-1.0629027465435787,5,-0.087284028174399
583,,106,"Very similar, but even more striking, is the evidence from athletic training.",Is athletic training the only source of evidence?,Yes,No,0,Very,Very,0,11.333140687828244,0.0763195690363313,4,-0.4612630318290542
584,,106,"Very similar, but even more striking, is the evidence from athletic training.",Is athletic training the only source of evidence?,Yes,No,0,"similar.,","similar,",1,9.816076095525158,-0.3835011144279315,8,1.0346529827895663
585,,106,"Very similar, but even more striking, is the evidence from athletic training.",Is athletic training the only source of evidence?,Yes,No,0,but,but,2,13.16719141700017,0.6322184174272767,3,-0.8352420354837095
586,,106,"Very similar, but even more striking, is the evidence from athletic training.",Is athletic training the only source of evidence?,Yes,No,0,even,even,3,11.910674211722846,0.251369373130424,4,-0.4612630318290542
587,,106,"Very similar, but even more striking, is the evidence from athletic training.",Is athletic training the only source of evidence?,Yes,No,0,more,more,4,12.720726930609644,0.4968955008446993,4,-0.4612630318290542
588,,106,"Very similar, but even more striking, is the evidence from athletic training.",Is athletic training the only source of evidence?,Yes,No,0,"striking.,","striking,",5,8.137688184977605,-0.8922187260983161,9,1.4086319864442216
589,,106,"Very similar, but even more striking, is the evidence from athletic training.",Is athletic training the only source of evidence?,Yes,No,0,is,is,6,13.90494258614572,0.8558300214052387,2,-1.2092210391383649
590,,106,"Very similar, but even more striking, is the evidence from athletic training.",Is athletic training the only source of evidence?,Yes,No,0,the,the,7,15.687451186819413,1.396106504820095,3,-0.8352420354837095
591,,106,"Very similar, but even more striking, is the evidence from athletic training.",Is athletic training the only source of evidence?,Yes,No,0,evidence,evidence,8,9.72972922640266,-0.4096727597068121,8,1.0346529827895663
592,,106,"Very similar, but even more striking, is the evidence from athletic training.",Is athletic training the only source of evidence?,Yes,No,0,from,from,9,13.161822523668638,0.630591111501295,4,-0.4612630318290542
593,,106,"Very similar, but even more striking, is the evidence from athletic training.",Is athletic training the only source of evidence?,Yes,No,0,athletic,athletic,10,7.753194269884341,-1.0087584276529045,8,1.0346529827895663
594,,106,"Very similar, but even more striking, is the evidence from athletic training.",Is athletic training the only source of evidence?,Yes,No,0,training..,training.,11,9.609854474590907,-0.4460066709903845,9,1.4086319864442216
595,,108,"It was a forbidding challenge, and it says much for Winstanley's persuasive abilities, not to mention his self-confidence.",""",""What better describes Winstanley?",Eloquent Uncertain,Uncertain,1,It,It,0,13.83391514964038,0.8343016800516125,2,-1.2092210391383649
596,,108,"It was a forbidding challenge, and it says much for Winstanley's persuasive abilities, not to mention his self-confidence.",""",""What better describes Winstanley?",Eloquent Uncertain,Uncertain,1,was,was,1,13.430125979710269,0.7119136070356433,3,-0.8352420354837095
597,,108,"It was a forbidding challenge, and it says much for Winstanley's persuasive abilities, not to mention his self-confidence.",""",""What better describes Winstanley?",Eloquent Uncertain,Uncertain,1,a,a,2,14.90068259642208,1.1576377719789293,1,-1.5832000427930195
598,,108,"It was a forbidding challenge, and it says much for Winstanley's persuasive abilities, not to mention his self-confidence.",""",""What better describes Winstanley?",Eloquent Uncertain,Uncertain,1,forb.idding,forbidding,3,5.808142489980444,-1.5983015778565637,10,1.7826109900988767
599,,108,"It was a forbidding challenge, and it says much for Winstanley's persuasive abilities, not to mention his self-confidence.",""",""What better describes Winstanley?",Eloquent Uncertain,Uncertain,1,"challenge.,","challenge,",4,9.360310898552475,-0.5216430666127424,10,1.7826109900988767
600,,108,"It was a forbidding challenge, and it says much for Winstanley's persuasive abilities, not to mention his self-confidence.",""",""What better describes Winstanley?",Eloquent Uncertain,Uncertain,1,and,and,5,14.964528530543614,1.1769894075079148,3,-0.8352420354837095
601,,108,"It was a forbidding challenge, and it says much for Winstanley's persuasive abilities, not to mention his self-confidence.",""",""What better describes Winstanley?",Eloquent Uncertain,Uncertain,1,it,it,6,13.83391514964038,0.8343016800516125,2,-1.2092210391383649
602,,108,"It was a forbidding challenge, and it says much for Winstanley's persuasive abilities, not to mention his self-confidence.",""",""What better describes Winstanley?",Eloquent Uncertain,Uncertain,1,says,says,7,12.36796612947765,0.3899740727796851,4,-0.4612630318290542
603,,108,"It was a forbidding challenge, and it says much for Winstanley's persuasive abilities, not to mention his self-confidence.",""",""What better describes Winstanley?",Eloquent Uncertain,Uncertain,1,much,much,8,11.60987974704288,0.1601988870264439,4,-0.4612630318290542
604,,108,"It was a forbidding challenge, and it says much for Winstanley's persuasive abilities, not to mention his self-confidence.",""",""What better describes Winstanley?",Eloquent Uncertain,Uncertain,1,for,for,9,13.908199122518193,0.8568170741570548,3,-0.8352420354837095
605,,108,"It was a forbidding challenge, and it says much for Winstanley's persuasive abilities, not to mention his self-confidence.",""",""What better describes Winstanley?",Eloquent Uncertain,Uncertain,1,Win.stan.ley.s,Winstanley's,10,,,12,2.530568997408188
606,,108,"It was a forbidding challenge, and it says much for Winstanley's persuasive abilities, not to mention his self-confidence.",""",""What better describes Winstanley?",Eloquent Uncertain,Uncertain,1,persuasive,persuasive,11,6.230481447578482,-1.4702910836946144,10,1.7826109900988767
607,,108,"It was a forbidding challenge, and it says much for Winstanley's persuasive abilities, not to mention his self-confidence.",""",""What better describes Winstanley?",Eloquent Uncertain,Uncertain,1,"abilities.,","abilities,",12,7.475339236566737,-1.0929759962207175,10,1.7826109900988767
608,,108,"It was a forbidding challenge, and it says much for Winstanley's persuasive abilities, not to mention his self-confidence.",""",""What better describes Winstanley?",Eloquent Uncertain,Uncertain,1,not,not,13,12.892343739900664,0.5489123753683824,3,-0.8352420354837095
609,,108,"It was a forbidding challenge, and it says much for Winstanley's persuasive abilities, not to mention his self-confidence.",""",""What better describes Winstanley?",Eloquent Uncertain,Uncertain,1,to,to,14,14.928149018365476,1.1659628156022577,2,-1.2092210391383649
610,,108,"It was a forbidding challenge, and it says much for Winstanley's persuasive abilities, not to mention his self-confidence.",""",""What better describes Winstanley?",Eloquent Uncertain,Uncertain,1,mention,mention,15,8.610683534503575,-0.7488543327838107,7,0.6606739791349112
611,,108,"It was a forbidding challenge, and it says much for Winstanley's persuasive abilities, not to mention his self-confidence.",""",""What better describes Winstanley?",Eloquent Uncertain,Uncertain,1,his,his,16,13.034853694462726,0.5921069928155588,3,-0.8352420354837095
612,,108,"It was a forbidding challenge, and it says much for Winstanley's persuasive abilities, not to mention his self-confidence.",""",""What better describes Winstanley?",Eloquent Uncertain,Uncertain,1,self.-.confidence..,self-confidence.,17,5.966146739123692,-1.5504106560066184,16,4.026485012026808
613,,109,"With schools still closed, cars still buried and streets still blocked by the widespread weekend snowstorm, officials are asking people to help out.",",""What happened to the area?",Blizzard Drought,Drought,1,With,With,0,13.689502791749778,0.7905304461550167,4,-0.4612630318290542
614,,109,"With schools still closed, cars still buried and streets still blocked by the widespread weekend snowstorm, officials are asking people to help out.",",""What happened to the area?",Blizzard Drought,Drought,1,schools,schools,1,9.485924559229828,-0.4835696980837063,7,0.6606739791349112
615,,109,"With schools still closed, cars still buried and streets still blocked by the widespread weekend snowstorm, officials are asking people to help out.",",""What happened to the area?",Blizzard Drought,Drought,1,still,still,2,11.446967269905675,0.1108202864301689,5,-0.087284028174399
616,,109,"With schools still closed, cars still buried and streets still blocked by the widespread weekend snowstorm, officials are asking people to help out.",",""What happened to the area?",Blizzard Drought,Drought,1,"closed.,","closed,",3,8.794521851788527,-0.6931331320321962,7,0.6606739791349112
617,,109,"With schools still closed, cars still buried and streets still blocked by the widespread weekend snowstorm, officials are asking people to help out.",",""What happened to the area?",Blizzard Drought,Drought,1,cars,cars,4,9.429797135432397,-0.5005818612457524,4,-0.4612630318290542
618,,109,"With schools still closed, cars still buried and streets still blocked by the widespread weekend snowstorm, officials are asking people to help out.",",""What happened to the area?",Blizzard Drought,Drought,1,still,still,5,11.446967269905675,0.1108202864301689,5,-0.087284028174399
619,,109,"With schools still closed, cars still buried and streets still blocked by the widespread weekend snowstorm, officials are asking people to help out.",",""What happened to the area?",Blizzard Drought,Drought,1,buried,buried,6,8.051340933292979,-0.918390487331376,6,0.2866949754802561
620,,109,"With schools still closed, cars still buried and streets still blocked by the widespread weekend snowstorm, officials are asking people to help out.",",""What happened to the area?",Blizzard Drought,Drought,1,and,and,7,14.964528530543614,1.1769894075079148,3,-0.8352420354837095
621,,109,"With schools still closed, cars still buried and streets still blocked by the widespread weekend snowstorm, officials are asking people to help out.",",""What happened to the area?",Blizzard Drought,Drought,1,streets,streets,8,8.648045999835,-0.7375298088104945,7,0.6606739791349112
622,,109,"With schools still closed, cars still buried and streets still blocked by the widespread weekend snowstorm, officials are asking people to help out.",",""What happened to the area?",Blizzard Drought,Drought,1,still,still,9,11.446967269905675,0.1108202864301689,5,-0.087284028174399
623,,109,"With schools still closed, cars still buried and streets still blocked by the widespread weekend snowstorm, officials are asking people to help out.",",""What happened to the area?",Blizzard Drought,Drought,1,blocked,blocked,10,7.473069088032197,-1.093664075855569,7,0.6606739791349112
624,,109,"With schools still closed, cars still buried and streets still blocked by the widespread weekend snowstorm, officials are asking people to help out.",",""What happened to the area?",Blizzard Drought,Drought,1,by,by,11,13.154086825400125,0.6282464294864692,2,-1.2092210391383649
625,,109,"With schools still closed, cars still buried and streets still blocked by the widespread weekend snowstorm, officials are asking people to help out.",",""What happened to the area?",Blizzard Drought,Drought,1,the,the,12,15.687451186819413,1.396106504820095,3,-0.8352420354837095
626,,109,"With schools still closed, cars still buried and streets still blocked by the widespread weekend snowstorm, officials are asking people to help out.",",""What happened to the area?",Blizzard Drought,Drought,1,widespread,widespread,13,8.04012466444838,-0.9217901266296692,10,1.7826109900988767
627,,109,"With schools still closed, cars still buried and streets still blocked by the widespread weekend snowstorm, officials are asking people to help out.",",""What happened to the area?",Blizzard Drought,Drought,1,weekend,weekend,14,8.804325112562537,-0.6901617739950011,7,0.6606739791349112
628,,109,"With schools still closed, cars still buried and streets still blocked by the widespread weekend snowstorm, officials are asking people to help out.",",""What happened to the area?",Blizzard Drought,Drought,1,"snow.storm.,","snowstorm,",15,5.594711379601839,-1.6629923230922945,10,1.7826109900988767
629,,109,"With schools still closed, cars still buried and streets still blocked by the widespread weekend snowstorm, officials are asking people to help out.",",""What happened to the area?",Blizzard Drought,Drought,1,officials,officials,16,9.374073563958785,-0.5174716171929052,9,1.4086319864442216
630,,109,"With schools still closed, cars still buried and streets still blocked by the widespread weekend snowstorm, officials are asking people to help out.",",""What happened to the area?",Blizzard Drought,Drought,1,are,are,17,13.23333392735152,0.6522661427977754,3,-0.8352420354837095
631,,109,"With schools still closed, cars still buried and streets still blocked by the widespread weekend snowstorm, officials are asking people to help out.",",""What happened to the area?",Blizzard Drought,Drought,1,asking,asking,18,8.94832604627298,-0.6465152423349972,6,0.2866949754802561
632,,109,"With schools still closed, cars still buried and streets still blocked by the widespread weekend snowstorm, officials are asking people to help out.",",""What happened to the area?",Blizzard Drought,Drought,1,people,people,19,12.076567422709935,0.3016514310237935,6,0.2866949754802561
633,,109,"With schools still closed, cars still buried and streets still blocked by the widespread weekend snowstorm, officials are asking people to help out.",",""What happened to the area?",Blizzard Drought,Drought,1,to,to,20,14.928149018365476,1.1659628156022577,2,-1.2092210391383649
634,,109,"With schools still closed, cars still buried and streets still blocked by the widespread weekend snowstorm, officials are asking people to help out.",",""What happened to the area?",Blizzard Drought,Drought,1,help,help,21,11.02765387128589,-0.0162731639853905,4,-0.4612630318290542
635,,109,"With schools still closed, cars still buried and streets still blocked by the widespread weekend snowstorm, officials are asking people to help out.",",""What happened to the area?",Blizzard Drought,Drought,1,out..,out.,22,12.432777846632938,0.4096184361311452,4,-0.4612630318290542
636,,110,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory substances contaminated with infectious organisms.",",""What is steam sterilization good for?",Any waste Lab waste,Lab waste,0,Steam,Steam,0,7.822444729489319,-0.9877686861301432,5,-0.087284028174399
637,,110,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory substances contaminated with infectious organisms.",",""What is steam sterilization good for?",Any waste Lab waste,Lab waste,0,steril.ization,sterilization,1,5.225746673713202,-1.774825137658445,13,2.9045480010628424
